crosswalk_id,source_bucket,final_candidate_class,nearest_junction_id,nearest_junction_type,selected_for_generation,selected_for_patch,patch_action,patch_status,crossing_present,walkingarea_present,tlLogic_present,tls_id_used,ped_link_indices,ped_phase_states,ped_has_green,ped_has_red,traci_ok,traci_error,traci_controlled_links_count,traci_ped_link_indices,recovery_outcome,recovered
LINK_203484,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4203161541,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4203161541,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_6486,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,2420018297,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,2420018297,[18],"[{""linkIndex"": 18, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,20,"[16, 17, 18, 19]",PHASE6_READY_CONFIRMED,True
NODE_8895,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436827146,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436827146,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_7668,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3846495845,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3846495845,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_14942,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4593717769,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4593717769,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_9852,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3846577566,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3846577566,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_122035,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4203161541,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4203161541,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_7364,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,1326151660,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,1326151660,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_8238,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4202586290,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4202586290,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_9851,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3846577566,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3846577566,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_8240,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4202586290,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4202586290,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
LINK_170408,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4202586290,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4202586290,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
LINK_211900,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4202586290,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4202586290,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_8184,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3846533628,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3846533628,[16],"[{""linkIndex"": 16, ""phase_states"": [""r"", ""r"", ""G"", ""r"", ""r"", ""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_7692,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3846495845,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3846495845,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_7372,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,1326151660,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,1326151660,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_122040,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4203161541,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4203161541,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
LINK_265692,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3846533628,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3846533628,[16],"[{""linkIndex"": 16, ""phase_states"": [""r"", ""r"", ""G"", ""r"", ""r"", ""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_8237,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4202586290,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4202586290,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
NODE_8239,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4202586290,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4202586290,[16],"[{""linkIndex"": 16, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,17,[16],PHASE6_READY_CONFIRMED,True
LINK_80550,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,4200721005,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,4200721005,[12],"[{""linkIndex"": 12, ""phase_states"": [""G"", ""r"", ""r"", ""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,13,[12],PHASE6_READY_CONFIRMED,True
LINK_177162,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,13721232784,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,13721232784,[4],"[{""linkIndex"": 4, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,5,[4],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_125027,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8506392554,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8506392554,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_257409,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8343570261,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8343570261,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_146267,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436840064,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436840064,[11],"[{""linkIndex"": 11, ""phase_states"": [""r"", ""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,12,"[9, 10, 11]",PHASE6_READY_CONFIRMED,True
NODE_8729,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8496717416,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8496717416,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_151,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8508526518,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8508526518,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_165595,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8401224577,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8401224577,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_207236,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8111813380,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8111813380,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_279472,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,11199667171,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,11199667171,[4],"[{""linkIndex"": 4, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,5,[4],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_6210,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,7403928061,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,7403928061,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_161197,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3285441966,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3285441966,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_5759,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,13721232784,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,13721232784,[4],"[{""linkIndex"": 4, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,5,[4],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_10413,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8463699840,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8463699840,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
LINK_103088,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8463699840,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8463699840,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_125895,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,3849082644,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,3849082644,[9],"[{""linkIndex"": 9, ""phase_states"": [""r"", ""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,12,"[9, 10, 11]",PHASE6_READY_CONFIRMED,True
LINK_117788,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8463699840,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8463699840,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_165599,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8463699840,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8463699840,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_165598,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,8463699840,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,8463699840,[2],"[{""linkIndex"": 2, ""phase_states"": [""r"", ""r"", ""r""], ""has_green"": false, ""has_red"": true}]",False,True,True,,3,[2],RED_ONLY_PHASE_FIX_NEEDED,False
NODE_10212,MANUAL_REVIEW_TLS_RETRY_BATCH,FINAL_MANUAL_REVIEW,436840064,priority,True,False,AUDIT_ONLY_MANUAL_REVIEW,nan,True,True,True,436840064,[11],"[{""linkIndex"": 11, ""phase_states"": [""r"", ""r"", ""r"", ""G"", ""r"", ""r""], ""has_green"": true, ""has_red"": true}]",True,True,True,,12,"[9, 10, 11]",PHASE6_READY_CONFIRMED,True
