crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic
NODE_14942,126.96721196854988,37.55807330680695,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,0,0,0,2,0.0,2.0,0.0,2.609499999999999
NODE_14949,126.96810911214867,37.557519727545895,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,0,0,1,2,0.0,2.0,0.0,2.609499999999999
NODE_14951,126.96845990540275,37.55732529645542,중림동,중림동,1.0,104,50.0,0.1901991313611407,0,10.438,0,0,1,2,0.0,3.0,0.0,2.609499999999999
NODE_14954,126.9679909560263,37.557468321542814,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,0,0,1,2,0.0,2.0,0.0,2.609499999999999
NODE_15151,126.96838519575896,37.55724975487851,만리동1가,중림동,1.0,104,50.0,0.1901991313611407,0,10.438,0,0,1,2,0.0,3.0,0.0,2.609499999999999
NODE_15152,126.96518628728835,37.559045353295566,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,1,0,3,40,0.6666666666666666,2.0,0.0,2.609499999999999
NODE_15186,126.96716600944099,37.55799090685003,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,0,0,0,2,0.0,2.0,0.0,2.609499999999999
NODE_15194,126.96801134261656,37.55759064562418,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,0,0,1,2,0.0,2.0,0.0,2.609499999999999
NODE_15197,126.96515473227856,37.558901166436925,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,1,0,1,38,1.0,2.0,0.0,2.609499999999999
NODE_15198,126.96803727441221,37.55745105212649,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,0,0,1,2,0.0,2.0,0.0,2.609499999999999
NODE_15199,126.96794237860401,37.55752425945953,중림동,중림동,1.0,104,30.0,0.1901991313611407,0,10.438,0,0,1,2,0.0,2.0,0.0,2.609499999999999
NODE_15201,126.96885591999813,37.5589845879176,중림동,중림동,3.0,104,50.0,0.1901991313611407,0,31.314,1,0,0,1,0.0,3.0,0.0,7.828499999999998
NODE_15205,126.96917493680989,37.559176908368634,중림동,중림동,3.0,104,50.0,0.1901991313611407,0,31.314,1,0,0,1,0.0,4.0,0.0,7.828499999999998
