crosswalk_id,lon,lat,dong_name,admin_dong,lanes,road_rank,max_spd,elderly_ratio,accident_count,crosswalk_length,has_signal,accident_count_50m,accident_count_100m,accident_count_200m,night_accident_ratio,link_count,is_oneway,time_gap_basic,risk_score,source_crosswalk_id,canonical_crosswalk_id,is_restored_in_sumo_network,sumo_restored_source,crossing_present,walkingarea_present,tlLogic_present,ped_link_indices,ped_has_green,ped_has_red,traci_status,route_smoke_status,final_verdict,runtime_status,registry_crosswalk_id,sumo_restored_level,phase6_ready_confirmed
NODE_5938,126.97689701422458,37.56684067381058,태평로1가,명동,4.0,104.0,50.0,0.2357627618766598,0,41.752,1,0,0,10,0.0,3.0,0.0,10.437999999999995,14.895305392338535,NODE_5938,5938,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
LINK_120139,127.01147745996798,37.553780628794,신당동,청구동,4.0,104.0,50.0,0.2478468022723108,0,32.553,1,0,0,0,0.0,0.0,0.0,8.13825,14.885706933874063,LINK_120139,120139,True,phase6_ready_candidates_total_FINAL_237.csv,True,True,True,[11],True,True,,,,,LINK_120139,RESTORED_SIGNAL_STRUCTURE_OK,False
NODE_6127,126.98003559481428,37.55968043293475,회현동1가,회현동,2.0,104.0,50.0,0.2946596858638743,0,20.876,1,0,0,0,0.0,3.0,0.0,5.218999999999998,14.853856655921437,NODE_6127,6127,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_6155,126.97993765013776,37.559637248482936,회현동1가,회현동,2.0,104.0,50.0,0.2946596858638743,0,20.876,1,0,0,0,0.0,3.0,0.0,5.218999999999998,14.853856655921437,NODE_6155,6155,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
LINK_148203,126.98085869487308,37.561713929846704,남대문로3가,회현동,3.0,104.0,50.0,0.2946596858638743,0,32.738,1,0,0,1,0.0,0.0,0.0,8.1845,14.807975777551,LINK_148203,148203,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
LINK_106866,127.00921926729062,37.55671971469182,신당동,청구동,4.0,104.0,50.0,0.2478468022723108,0,34.499,1,0,0,0,0.0,0.0,0.0,8.624749999999999,14.801552472669895,LINK_106866,106866,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10008,127.01648470750658,37.56525140788493,신당동,청구동,3.0,104.0,50.0,0.2478468022723108,0,31.314,1,0,0,0,0.0,4.0,0.0,7.828499999999998,14.701984200643771,NODE_10008,10008,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10007,127.01642380629605,37.565197944172965,신당동,청구동,3.0,104.0,50.0,0.2478468022723108,0,31.314,1,0,0,0,0.0,4.0,0.0,7.828499999999998,14.701984200643771,NODE_10007,10007,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
LINK_171099,126.98764518177424,37.567890434175,장교동,명동,4.0,104.0,50.0,0.2357627618766598,0,30.434,1,4,23,71,0.782608695652174,0.0,0.0,7.608499999999996,14.697998469795172,LINK_171099,171099,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
LINK_130571,126.97998662247602,37.55965884070884,회현동1가,회현동,2.0,104.0,50.0,0.2946596858638743,0,9.893,1,0,0,0,0.0,0.0,0.0,2.47325,14.642800741572854,LINK_130571,130571,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
NODE_10383,126.97648672653058,37.55501002744776,남대문로5가,회현동,2.0,104.0,50.0,0.2946596858638743,0,20.876,1,3,4,9,0.75,2.0,0.0,5.218999999999998,14.626331786859996,NODE_10383,10383,True,phase6_ready_candidates_total_FINAL_237.csv,True,True,True,[5],True,True,,,,,NODE_10383,RESTORED_SIGNAL_STRUCTURE_OK,False
NODE_73919,126.97633350631496,37.55323297895264,남대문로5가,회현동,2.0,104.0,50.0,0.2946596858638743,0,20.876,1,10,13,28,0.1538461538461538,2.0,0.0,5.218999999999998,14.626331786859996,NODE_73919,73919,False,NOT_IN_FINAL_237,,,,,,,,,,,,NOT_IN_RESTORED_237,False
