network_group,tls_id,change_type,is_candidate_tls,vehicle_phase_changed,base_phase_count,patched_phase_count,base_controlled_links,patched_controlled_links,risk_level,risk_reason
generated_signal_net_v1,3873291328,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,3873291334,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,3893042416,unchanged,False,False,6,6,12,12,LOW,
generated_signal_net_v1,414685338,unchanged,False,False,5,5,19,19,LOW,
generated_signal_net_v1,414685829,unchanged,False,False,6,6,16,16,LOW,
generated_signal_net_v1,414685903,unchanged,False,False,6,6,13,13,LOW,
generated_signal_net_v1,414685910,unchanged,False,False,6,6,5,5,LOW,
generated_signal_net_v1,414685953,unchanged,False,False,10,10,22,22,LOW,
generated_signal_net_v1,414685959,unchanged,False,False,8,8,26,26,LOW,
generated_signal_net_v1,4173053257,unchanged,False,False,5,5,12,12,LOW,
generated_signal_net_v1,4197560899,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,4200524606,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,4200548610,unchanged,False,False,9,9,30,30,LOW,
generated_signal_net_v1,4202879197,unchanged,False,False,13,13,30,30,LOW,
generated_signal_net_v1,4203244003,unchanged,False,False,5,5,6,6,LOW,
generated_signal_net_v1,4223315304,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,4273893706,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,4273893707,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,4276255149,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,4276255150,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,4276255151,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,4276255152,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,4276316582,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,4276317241,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,436718743,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,436718748,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,436718791,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,436830030,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,436839905,unchanged,False,False,5,5,5,5,LOW,
generated_signal_net_v1,436849185,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,436849195,unchanged,False,False,8,8,14,14,LOW,
generated_signal_net_v1,436853387,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,436856276,unchanged,False,False,10,10,19,19,LOW,
generated_signal_net_v1,436856319,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,436864103,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,436864114,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,436864117,unchanged,False,False,4,4,4,4,LOW,
generated_signal_net_v1,436864128,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,436867523,unchanged,False,False,10,10,25,25,LOW,
generated_signal_net_v1,436868019,unchanged,False,False,9,9,23,23,LOW,
generated_signal_net_v1,436868025,unchanged,False,False,7,7,21,21,LOW,
generated_signal_net_v1,436868026,unchanged,False,False,6,6,7,7,LOW,
generated_signal_net_v1,436869136,unchanged,False,False,6,6,8,8,LOW,
generated_signal_net_v1,436870729,unchanged,False,False,12,12,30,30,LOW,
generated_signal_net_v1,436875645,unchanged,False,False,6,6,14,14,LOW,
generated_signal_net_v1,436875953,unchanged,False,False,10,10,26,26,LOW,
generated_signal_net_v1,436877020,unchanged,False,False,5,5,17,17,LOW,
generated_signal_net_v1,436877431,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,436883130,new,True,False,0,8,0,17,REVIEW_NEEDED,new signal installation requires separate baseline
generated_signal_net_v1,436883143,unchanged,False,False,8,8,12,12,LOW,
generated_signal_net_v1,436883154,unchanged,False,False,6,6,17,17,LOW,
generated_signal_net_v1,4439016773,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,445343537,unchanged,False,False,9,9,20,20,LOW,
generated_signal_net_v1,445343545,unchanged,False,False,5,5,13,13,LOW,
generated_signal_net_v1,445343549,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,4584805138,unchanged,False,False,5,5,7,7,LOW,
generated_signal_net_v1,4593688980,unchanged,False,False,11,11,30,30,LOW,
generated_signal_net_v1,4598386601,unchanged,False,False,11,11,30,30,LOW,
generated_signal_net_v1,4690479750,unchanged,False,False,6,6,20,20,LOW,
generated_signal_net_v1,5161705573,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,5172891752,unchanged,False,False,7,7,7,7,LOW,
generated_signal_net_v1,5172891758,unchanged,False,False,7,7,8,8,LOW,
generated_signal_net_v1,5172891759,unchanged,False,False,3,3,12,12,LOW,
generated_signal_net_v1,5172891764,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,5172891765,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,5191899940,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,5191899943,unchanged,False,False,3,3,8,8,LOW,
generated_signal_net_v1,5191899944,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,5191899945,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,5191899946,unchanged,False,False,12,12,12,12,LOW,
generated_signal_net_v1,5194567149,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,5194567161,unchanged,False,False,4,4,4,4,LOW,
generated_signal_net_v1,5348913446,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,5485727727,unchanged,False,False,4,4,4,4,LOW,
generated_signal_net_v1,5502673613,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,5593950669,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,5593950698,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,5593950705,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,5702191562,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,5702191564,unchanged,False,False,7,7,9,9,LOW,
generated_signal_net_v1,5768277854,unchanged,False,False,3,3,8,8,LOW,
generated_signal_net_v1,5804596023,unchanged,False,False,5,5,6,6,LOW,
generated_signal_net_v1,5851251250,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,5851251266,unchanged,False,False,5,5,17,17,LOW,
generated_signal_net_v1,5851251281,unchanged,False,False,5,5,15,15,LOW,
generated_signal_net_v1,5863307380,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,5863307383,unchanged,False,False,7,7,13,13,LOW,
generated_signal_net_v1,5871218815,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,5871218824,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,5871218826,unchanged,False,False,4,4,2,2,LOW,
generated_signal_net_v1,5871218827,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,5913870574,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,6265962832,unchanged,False,False,5,5,12,12,LOW,
generated_signal_net_v1,6707984277,unchanged,False,False,8,8,14,14,LOW,
generated_signal_net_v1,7049491350,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,7049491351,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,7062515348,unchanged,False,False,3,3,7,7,LOW,
generated_signal_net_v1,7062515349,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,7068953034,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,7068953107,unchanged,False,False,5,5,13,13,LOW,
generated_signal_net_v1,7121587905,unchanged,False,False,3,3,9,9,LOW,
generated_signal_net_v1,7199553987,unchanged,False,False,5,5,7,7,LOW,
generated_signal_net_v1,7209657835,unchanged,False,False,5,5,5,5,LOW,
generated_signal_net_v1,7217914147,unchanged,False,False,9,9,11,11,LOW,
generated_signal_net_v1,7259737828,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,7265413652,unchanged,False,False,3,3,1,1,LOW,
generated_signal_net_v1,7293684327,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,7296213117,unchanged,False,False,5,5,15,15,LOW,
generated_signal_net_v1,7300992884,new,True,False,0,5,0,7,REVIEW_NEEDED,new signal installation requires separate baseline
generated_signal_net_v1,7301169396,unchanged,False,False,5,5,15,15,LOW,
generated_signal_net_v1,7311080426,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,7335400038,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,7335400049,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,7335400058,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,7666741014,unchanged,False,False,5,5,17,17,LOW,
generated_signal_net_v1,796035374,unchanged,False,False,6,6,16,16,LOW,
generated_signal_net_v1,8111813374,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,8111813375,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,8111813392,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,8209566040,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,8209566041,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,8257574038,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,8257583199,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,8257583200,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,8257597497,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,8257597498,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,8257608133,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,8299072704,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,8343485052,unchanged,False,False,3,3,4,4,LOW,
generated_signal_net_v1,8343570282,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,8360681764,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,8360681766,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,8380350230,unchanged,False,False,6,6,9,9,LOW,
generated_signal_net_v1,8380350240,unchanged,False,False,8,8,11,11,LOW,
generated_signal_net_v1,8382866587,unchanged,False,False,6,6,10,10,LOW,
generated_signal_net_v1,8382882241,unchanged,False,False,6,6,10,10,LOW,
generated_signal_net_v1,8451950545,unchanged,False,False,5,5,13,13,LOW,
generated_signal_net_v1,8451953556,unchanged,False,False,5,5,17,17,LOW,
generated_signal_net_v1,8451953570,unchanged,False,False,3,3,6,6,LOW,
generated_signal_net_v1,8453967391,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,8453967392,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,8463689168,unchanged,False,False,4,4,4,4,LOW,
generated_signal_net_v1,8481450457,unchanged,False,False,6,6,12,12,LOW,
generated_signal_net_v1,8482825418,unchanged,False,False,5,5,11,11,LOW,
generated_signal_net_v1,8482825420,unchanged,False,False,5,5,10,10,LOW,
generated_signal_net_v1,8482825422,unchanged,False,False,5,5,11,11,LOW,
generated_signal_net_v1,8482825441,unchanged,False,False,5,5,11,11,LOW,
generated_signal_net_v1,8482825443,unchanged,False,False,5,5,15,15,LOW,
generated_signal_net_v1,8482825445,unchanged,False,False,5,5,11,11,LOW,
generated_signal_net_v1,8487751470,unchanged,False,False,5,5,13,13,LOW,
generated_signal_net_v1,8496719918,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,8496739139,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,8503682918,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,8508478937,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,8509740972,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,8509740973,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,8568435853,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,8568435854,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,8573233710,unchanged,False,False,4,4,4,4,LOW,
generated_signal_net_v1,8615050154,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,8615050157,unchanged,False,False,4,4,3,3,LOW,
generated_signal_net_v1,8615050160,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,871793711,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,871804265,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,9357313748,unchanged,False,False,5,5,9,9,LOW,
generated_signal_net_v1,9680103619,unchanged,False,False,3,3,5,5,LOW,
generated_signal_net_v1,9913921973,unchanged,False,False,4,4,5,5,LOW,
generated_signal_net_v1,9935071276,unchanged,False,False,3,3,3,3,LOW,
generated_signal_net_v1,9935071300,unchanged,False,False,3,3,2,2,LOW,
generated_signal_net_v1,9935096219,unchanged,False,False,3,3,4,4,LOW,
